Abbreviated Name,Full Name
SYNCBHDHIPJ,
KIA MTR FIN,
GLBAL SRVCS,
DRIVE TIME,
OAG CHILD SU,
CREDITONEBNK,
SEFCU,
FIVE STAR BK,
FIRST INVEST,
NELNET LNS,
SALUTE,
MEMORIAL CU,
1ST NB TX,
BRAZOS HESC,
UNIT CON FIN,
SYNCBHHGREG,
GECU MC,
HOMEPRJVISA,
UNION SAVING,
ONEMAIN FI,
DSNB MACYS,
HEIGHTS FIN,
SOUTHERN CU,
CENTERPOINT,
TRIBUTE,
CONNS,
SCHEWEL FURN,
MEMONE,
WFDSWDS,
CBFRDMNS,
SYNCBTOYS,
CBNYCO,
CHRYSLERCAP,
CBEXPRESS,
MB FIN SVCS,
SYNCBSMRTCN,
PUBLIX EFCU,
VYSTAR CU,
CITI,
MABT RETAIL,
PRESTIGE FNL,
MID AM BT C,
GOLDEN 1 CU,
SYNCBLUXURY,
CAP1SONY,
SCHOOLS FIN,
COMMERCE BK,
WFHM,
SYNCBRMSTGO,
CITISHELL,
LENDING CLUB,
SYNCBJWLCUS,
COWBOY BK TX,
PROSPER,
WFFNB RETAIL,
CAP1RMSTR,
CBAVENUE,
CHASE  CC,
AMEX,
SYNCBPRTUNE,
WE EFS,
TOWSON UN ED,
CITIZENSFM,
NESZION,
DSBNKGLELSI,
SHAWSJEWELER,
AESW FARGO,
LANE BRYANT,
ABERDEEN FCU,
COV PIK AU,
PEOPLES ENGY,
GATEWYFINSOL,
SERVICE CU,
CRD CNCTN AS,
WSTSHMRK,
LEASE RENTAL,
MERCHANTS AU,
SYNCBAMEAGL,
NORDSTMTD,
CBLIMITED,
SYNCBTJX,
SYNCBQVC,
WFDILLARDS,
CBANNTYLR,
CCBHSN,
SYNCBBANANA,
CBHENRIBN,
SYNCBSAMS,
SYNCBHDFURN,
DFSWEBBANK,
R C WILLEY,
MOHELADOFED,
ZALECBNA,
CBPACSUN,
CBMTROSTY,
HI COMMTY CU,
BMW FIN SVC,
ACSDEPTOFED,
ACCRED HOME,
PNC MORTGAGE,
HSBC BANK,
CAP1LT,
CCBMODELLS,
FNCC,
SYNCBPEACDR,
CCBGEM,
SYNCBPCRICH,
SYNCBGAP,
CBASTEWRT,
CBMANDEE,
CBNA,
MUNCPL CR UN,
RAYMRFLNIGN,
AMOSOA,
APPLIED BNK,
CCBBLAIR,
SYNCBSTUDIO,
GINNYS INC,
MONROEMAIN,
MONTGOMERYWD,
SEVENTH AVE,
LA CHILD SUP,
AMER HONDA,
PNC BANK,
VELOCITY CU,
PRIMELENDING,
CARFIN,
AZUMA LEA,
TTLFIN,
SYNCBKIRKLN,
ST FARM BK,
AES EDSOUTH,
SYNCBLNT,
EDFINANCIAL,
1 FBSD,
CHASEPIER1,
KEYBANK NA,
SYNCBBRDC,
SYNCBTJXDC,
EXXMBLCITI,
SYNCBDKS,
GOODYRCBNA,
SYNCBCCARE1,
AESJPMORGAN,
CBPTRYBRN,
SAVANNAH BK,
RYMRFLNIGN,
CARFINSVCS,
CAF,
ACSBOFA,
ACSB OF A,
TRAVIS CU,
PATELCO CU,
KHEAA,
UNIV ACCPT,
DPT EDSLM,
SLEXPGLHEC,
AESNJHIGHED,
AMER FST CU,
HORIZON CARD,
MABTCONTFIN,
PERSONAL FIN,
WFC,
JEFF FIN CU,
DPT TREASURY,
CNAC  LA109,
GTR N OL FCU,
CHRYSLR FIN,
DANIELS JWLS,
IMAGINE,
WI ELECTRIC,
CAPITAL BANK,
CELTICCONT,
TD AUTO FIN,
US BANK,
ACSUS BANK,
EASCI,
SHANNON MTRS,
PEOPLES CU,
MID ATL FIN,
MLGW COLL,
WORLD FIN,
ARVEST BANK,
WESTLAKE FIN,
MUNCPL ECU,
CCBDNTLFRST,
OSTERMAN JWL,
JEEP FCU,
NCOAST FIN,
WORLD FINANC,
REGIONAL ACC,
CITI AUTO,
RISE,
GATEWAY 1,
DTE ENERGY,
CNAC MI105,
HSBCBSTBY,
SCHOOLSFIRST,
KHNA PMTSOL,
WFHE,
VISTERRA CU,
ALTURACU,
MIDFLORIDACU,
GROW FN FCU,
PREFCUSTJEWL,
PENNYMAC,
SYNCBVNBASS,
FRDMROAD FIN,
SECURITYFNCL,
USA DISCNT,
1ST ELEC BNK,
SHELL FCU,
SN BERNDINO,
RIVERSIDE CO,
FAMILY LA CO,
UNIV S HEART,
SYNCBPPXTRM,
CAP ONE NA,
SYNCBTYDC,
HYUNDAI FINC,
TTCU,
DFASIN,
MIL STAR,
SEC NTL AUTO,
LENDMARK,
CBSPMNSGV,
JARED,
CBJCREW,
NISSN INF LT,
GRPLNDG,
HSBC AUTO,
THINKCASHFBD,
STONE BROS,
LOBEL FIN,
AESNCT,
PLAIN GREEN,
CBBOSTON,
UNIV WIS,
UW WIGLELSI,
EXETER FIN,
MATTRESS FRM,
ROBBINS BROS,
SLC STL TRST,
TDRCROBBINS,
SYNCBNATNS,
AMEX DSNB,
CHEVRON,
RBS CITIZENS,
USBANKGLHEC,
CBCHRSBK,
ACSSLFC,
SDSTUDNTLOAN,
53 BANK CC,
FNB OMAHA,
PRIMUS FINAN,
WELLSFARGO,
TDRCASHLEY,
FIDELITY BK,
WSLFRG NV NA,
ACSOBERLIN,
COSTEP,
WORTH FINANC,
CBSAMUELS,
RIVER VAL CU,
INTERNTL HCU,
SEC NTL BK,
MILITARYSTAR,
HARLEY DAVID,
GRANDPOINTE,
UNITED ILLUM,
RHINEBECK BK,
SYNCBMERVYN,
DOLR LN CENT,
CITIRL,
SSS FED CU,
PARTNERS FCU,
ENTERGY LA,
WORLD ACCEPT,
DIXIE FINANC,
BANCFIRST,
MDNGHT VLVT,
SWISS COLONY,
BANCOPOPULAR,
UPSTART NETW,
AESBK OF AM,
SYNCBMAACME,
ACSUHEAA,
ACSMEFA,
AACBNA,
CCBJ JILL,
U OF TAMP ED,
HUDS VAL FCU,
BOBS DS FURN,
SHEFFIELD FN,
TD BANK NA,
HDSN VLY CU,
FIRSTBKDECF,
FREND FIN CO,
CARTER BKTR,
GUARANTY BT,
SUNTRUST BK,
GRNTE DIR LN,
SYNCBSLPNBR,
OPORTUNPROG,
HOUST FINC,
PFS,
BENBRIDGE,
CA REPUBLIC,
SYNCBLEVINF,
CBROAMANS,
CBJESSLON,
CBGNTEAGL,
SUNOCOCITI,
SELENE FINAN,
ACSCLC,
CCBOVERST,
CBCATHRNS,
CCBSIMPLYBE,
CBBRYHOME,
CBWMNWTHN,
CBFLLBTY,
CBDRSSBRN,
MARATHON ASH,
FLR SOLUTION,
TAYLOR BEAN,
OCWENHOMEWA,
FSTPROGRESS,
FLA AM U ED,
PRESTIGIO,
REGIONS BANK,
LOW CNTRY CR,
KEYEDGLELSI,
STERLENT CU,
NUMARK CU,
GATEWAY FIN,
ED  ASSO CU,
LAKETRUST CU,
TX BAY CU,
ULTRAVXNMB,
GRT AMER FIN,
REGIONAL FIN,
ADVANCED LN,
AFBT,
SYNCBLIVSPC,
CAP1GOTTS,
SPS,
CITIMORTGAGE,
GEN MILL CU,
NEW CNTY MTG,
SLMENTGLELS,
ALLY FINANCL,
GVRTMNTL ECU,
MARINE CU,
CU MTG SVCS,
WFF CARDS,
COLONIAL SVG,
ORANGECO CU,
CHLDCBNA,
SYNCBSYNCBM,
PRSMCBNA,
GO FINANCIAL,
PIONEER CR,
CRD SEC ACC,
SYNCBKITTLE,
CARNGTN MTG,
SYNCBCNTBUY,
AMER GEM,
IND UNIV CU,
FIRST SVG CC,
US DEPT VETS,
PIONEER MCB,
FTHOOD NTLBK,
SEARSCBSD,
DSNB BLOOM,
AESEIFC,
EQUIANT FNCL,
CCBYRTUI,
CAP1BOSCV,
CBMARATHN,
WFF AUTO,
METAINDIGO,
UKSTDNTACCSR,
CNAC  IN101,
OFC RCVY SVC,
MTN HIGH CU,
SYNCBLOWESD,
SYNCBCUTEDG,
MBRS ALLIANC,
JB NUTTERCO,
MEMBALLICRUN,
CBROOMPLC,
ASSC BNK WI,
ALPINE BK,
VW CREDIT,
SLUMBERLAND,
PREFCUST1,
AMCORE BANK,
FIRSTBANK OH,
DISCOVER BNK,
FRST BNK TRS,
OKSTUDENTLN,
UNITED AUTO,
AUTOTRAKK,
MT BANK,
SENSBL AUTO,
FEBRETAIL,
CAP1BDCOK,
SYNCBVALUEC,
ACSJPMCHASE,
EDCU EFCU,
ENERBANK USA,
NATIONSTAR,
SPRINGLEAF,
HFC  USA,
CEDAR PT FCU,
SUN LOAN,
CAR CORNER,
RED RIVER CR,
NYS OTDA,
OMNICU,
CBPIER1,
IRFPIONEER,
MHESLGLELSI,
MHSLAGLELSI,
AFFILIATED,
TOWER LOAN,
WHTNYHNCKBK,
SEC BNKCARD,
OCWENLITTON,
POPULAR MTG,
RUSHMORE LMS,
SC SEAA,
SC STUDNTLN,
LIBERTY 1 CU,
FST COMM CU,
BRYANTSTBK,
SYNCBLUNDST,
SYNCBDOCOPT,
SYNCBPEARLE,
ANHEUSER BUS,
CBDOTS,
UNION BT,
VANTAGE CU,
US BK RMS CC,
MONTEREY FIN,
WSTRN FIN,
BSTL CNTY SV,
CCCONECT,
SYNCBTAPPER,
CBVLCTYFR,
LORDTAYLOR,
CREDITCENTRL,
KY HIGHR EDU,
SAC FINANCE,
BEACON FCU,
MATAGORDA CU,
HISPANICLOAN,
WELLSRECOVER,
HESCARLNGTN,
KELLY COMM,
CITIZENS BNK,
DSRM NT BK,
CBBEALLS,
TFC CREDIT,
CONTINENTAL,
TOLEDO FINC,
CITIFINANCIA,
ACSWELLS,
CBVENUS,
CNS PORT SVC,
MIDHUDSON CU,
SNAP ON CRDT,
CORNWEL TOOL,
FARMERS FURN,
FST CREDIT,
FIRST CHOICE,
MID CITIES,
ECONOMY FIN,
UTAH FST CU,
MTN AMER CU,
NOBLE FIN,
COMM AMER CU,
WYND DISCVRY,
WILSHIRE CNS,
NATL CITY,
CAP1VLCTY,
ABNAMRO,
AKUSACUR,
CREDIT UN 1,
EGLIN FCU,
WFWB,
CLEARVIEW CU,
VSAC LOAN,
CORNERSTONE,
ACCIONEAST,
BAYPORT CU,
MABTSCUSA,
HSBC  AIB,
APCO ECU,
YOUR CREDIT,
1ST HERITAGE,
EMONEYUSA,
METLIFHMLLC,
QC FINANCIAL,
SYNCBHDCEAP,
EVANGEL COLG,
BLUCURRENT,
COMMUN FINAN,
CAP1DAVBR,
UMB BANK NA,
SYNCBL  T,
ACSNAVIENT,
JEWLRY CNTR,
HERITAGE FCU,
CEDARHILLNBK,
SYNCBBROOKS,
AMER CR ACPT,
COMUNITY FST,
NEW CU,
CNAC  WI101,
CAPITAL CU,
N MICHIGAN U,
SYNCBAMEG D,
IRON MTN FCU,
NELNTGLELSI,
ARLIN VA FCU,
MAZUMA CU,
PURPLNFBD,
WEBBANKGTN,
AUT ENE ELEC,
COOP ARECIBO,
SYNCBBLAINS,
SHELLCITI,
ALCO FCU,
OLEAN AR FCU,
CHEMUNG TRST,
CBGNDRMNT,
DELTA CCU,
PENTAGON FCU,
SUNTRUST MTG,
FIRSTHORIZON,
AESEDUCAID,
DPT EDOSLA,
USL FCU,
REDMPTN FIN,
AMS SERV LLC,
SAXON MTG,
FT BRAGG FCU,
SYNCBBP,
SYNCBPEPB,
COLLEGE FOUN,
RTGCRB,
GENERATIONS,
SA LOANS,
NAVGLELSI,
SUNTRSGLHEC,
USAA FSB,
CR ENGLAND,
LA FCU,
FOTI FINANCE,
ACSSNTRSTED,
PLANT BK TR,
SC TELCO CRE,
SYNCBLAZBOY,
NICHOLAS FIN,
AK CHILD SUP,
BK WEST,
HRTG STH CCU,
CCBSMILEG,
ALCHILDSUPT,
FST CITZ BK,
LDGELITECRUN,
ROYAL C U,
TDRCFURNISH,
ROGERS  HOL,
CBHERB,
WESTCNSN CU,
FST CIT FEDL,
CBCRABRL,
PALMETTO HCU,
STU LN TRUST,
ENTRADA,
GILMN UTD FC,
FIRST FL CU,
ACCESS GROUP,
SEABOARD CU,
CBNPRTNWS,
SUNBELT CRDT,
1ST FRANKLIN,
SYNCBDILLAR,
SABER ACCEPT,
FIRST NIAGAR,
VEROS CREDIT,
SYNCBEMPIRE,
FIN CNTR FCU,
CALIBER,
CHESAPEAKE F,
ST AGNES ECU,
FLDEPARTEDUC,
ASPIREDOE,
MIBMOHARRIS,
BROADWAY FIN,
CENTRAL FIN,
COMMERCE FIN,
AUTO ACCT SV,
CARMANIA AU,
CNAC TX109,
NC FINANCIAL,
WILM POST CU,
COUNTRY DOOR,
SYNCBIKEA,
CURACAO,
DN RBRTO JWL,
AMR EAGLE BK,
CONS COOP CU,
BMOHARRISBK,
SYNCBARCTIC,
FIRSTPLACE,
5TH 3RD BK,
WORKES CU,
CHLD SUPP VA,
CALL FCU,
KYCSLGLELSI,
NORDSTROMFSB,
FORUM CU,
FREEDOM ACPT,
OMNI MILITRY,
TRULIANTFCU,
HIRAM COLLG,
MAROONFIN CU,
SYNCBSAMSDC,
CBWESTELM,
ST UNIV NY,
ASHRO,
AES,
CITIZENS SL,
KNXV T V A C,
MARKONE FIN,
COMMTY BK MS,
SEC SVC FCU,
JORDAN CU,
CLEAR CARD,
CITICITGO,
NFCU MTG,
CITIHEALTH,
SYNCBHDNAHF,
CEFCU CCARD,
CEFCU,
CBBERG,
CAP1BERGN,
ELAN FIN SVC,
TDRCBMOSS,
FNB OMAHA UB,
SAN DGO CU,
DISCOVER SL,
MUFG UNBK NA,
MISSION FCU,
SAVANNAH RIV,
FIRSTMARK,
UN WIS STOUT,
STDFINGLHEC,
STLFNGLELSI,
SLFCFINGLHE,
GULFWINDS CU,
TEACHERS CU,
CBCARSON,
NGPENTERPRIS,
MANDEES,
NAVIGANT CU,
EDFINESA,
NOVASTAR MTG,
SYNCBTIREPR,
CCBVENUE,
GRDN SV FCU,
IN UNIV STLN,
CAP LOAN,
AMARILLO NB,
SLC CONDUIT,
UHEAAWELLS,
NW SVGS BK,
TSAFINANCIAL,
SECURITY AL,
HOME CHOICE,
AESBOA,
BKAMRGLELSI,
CBGRDMNS,
GRANITE STLN,
DIGITAL EFCU,
MNTWASHCOLL,
BROOKLINE BK,
EQUITY ONE,
FOURSIGHT,
AESPHEAAFRN,
SOVEREIGN BK,
ALLSOUTH FCU,
AESSUNTRUST,
COASTAL CRDT,
U S AUTO CR,
RAND BRKS CU,
SYNCBSTMRTD,
ACSPANHANDL,
CHSEBSTBUY,
BBVA COMPASS,
PANHANDLE,
US DEPT ED,
AESEDUCN SR,
FIRST BANK,
SUMMIT CU,
QUICKENLOANS,
SAC FED CU,
AMPEOPL NTL,
CENTRIS CU,
JEFFERSN BK,
SYNCBSYNCB,
FL STATE FCU,
PEN AIR FCU,
HCCREDITFEB,
EMBLEM,
STA ROSA FIN,
ECMC CA,
EFS FINANCE,
SACTO CO FAM,
CU COLORADO,
DOVNMULE MTG,
ENT FED CU,
MINNEQUA WKS,
NJ HIGH ED,
DLWARE VLLY,
AESPNCNTL,
BRANCH BT,
EVERBANK,
ARROWHEAD CU,
FALL RVR ECU,
GREENWOOD CU,
HOPE FCU,
AESJPMGN CH,
USM STU LNS,
MOEHLA,
GCEFCU,
CBBLLSFL,
LINCOLN TECH,
GET IT NOW,
PRFDCREDCO,
ROOMSTORE,
SYNCBBROYHL,
CR UNION ONE,
YARDVILLE BK,
GALLERY FRN,
HOU POLIC FC,
CSUSACRA ED,
SYNCBJACCNT,
DES CHILDSUP,
FOUNDERS FCU,
ARROWPOINTE,
RHODES AUTO,
TRIAD FINANC,
WESTSIDE CDT,
ASI FCU,
SAF,
VON MAUR,
SYNCBASHHOM,
NLCTRGLELSI,
HAMPTON ROAD,
VCU ED,
HIGHLANDS UN,
JOHNSON COBK,
STI PERS MC,
TX GUAR STD,
CNACTX 118,
SAMS APPLIAN,
ILLIANAFINCU,
TWINSTAR CU,
AESISM,
ISMIOWA,
UNIV SYST NH,
CRESCENT BT,
TAGFINSVC,
LA POPULARW,
CBSPRTSAU,
URW COMM FCU,
CBPALAROY,
CASH PLUS,
FORDWMEMPHIS,
PCCU,
ONEUNITED BK,
ACSCLCTRUST,
CLC SVC CORP,
KINECTA FCU,
CU OF DENVER,
CIT BANK,
CCBIDD,
AC AUTOPAY,
SIERRA AUTO,
NEW CUMB FCU,
SLMGLHEC,
AESPHEAAELT,
AES PAST CU,
SR MARYS CR,
PEOPLEDRIVEN,
WLSFGONES,
BELDEN JEWLR,
MABTMILSTNE,
SSTSUNTRUST,
OCWEN LOAN,
SYNCBHDFLR,
AMC MTG SVCS,
FST NATL BK,
CHASETOYRUS,
SYNCBHAVERT,
SUNCST CU,
BANK 2,
NELSON,
MICH SGCU,
NORTHWST FCU,
CULS,
CONSUMER FIN,
CBRH,
PAYOFF,
RUTGERS U,
MARKSMORGAN,
EECU,
SFM FIN SRV,
CHASE CHA,
STAR FURN,
VSAC FED LN,
BRAZOS VLLEY,
MEMBERS CHCU,
NBT,
DRVCRDCITI,
INDPNDNT DLR,
RIVER RGN CU,
LANGELY FCU,
CENTRAL LOAN,
ASPIRE,
HONOR FIN,
DFSLLC,
NYST HGHR ED,
CBTREK,
CCBBARNEY,
CCBSERTA,
SHABANA AU,
AA EFCU,
MAIN FINC,
UNIV OF TOLE,
WORLD OMNI F,
NLNETGLELSI,
SUNTRGLELSI,
K2FNLGLELSI,
FAIRWINDS CU,
CNTRL FLAUTO,
CAP1YMAHA,
MAZDA AMER,
SUNRISEACCEP,
PIONEER CRED,
MCI,
ASSOC CU,
INFTE ENERGY,
CBGOODYS,
CU OF TX,
STATEWIDEFCU,
SYNCBMODELD,
MTBANKES,
CHASE BP,
BRAZOSLSC,
AQUA FINANCE,
ACSBRAZOS,
STLNFINGLHE,
CTIBKNYGLHE,
CLARO,
SOUTHSTATE,
ACSALLSTUDE,
SYNCBLENSCR,
ACHIEVA CU,
BK N DAKOTA,
CITIZENS BK,
NTBCBNA,
AESKEYSTN,
AESPHEAA KE,
PT PK COLLEG,
HRVSTRS FCU,
DOTHAN ACPT,
SYNCBHMDSGN,
VNTG WST CU,
KEYBANK USA,
ACSNELNET,
KEYBNKGLHEC,
SALMAEGLHEC,
SCUSETF,
QUAD CTY CU,
FAMILY CU,
GOLD KEY,
PEARL LOANS,
LAFCUCU,
RIA FED CU,
RABOBANK,
CAP1GATWY,
WESTSIDE FIN,
UTD CRD LSVL,
PEAK 5,
AFSACCEPTANC,
UNION BNKTR,
AES  WELLS,
FIRST MARKET,
HARRY RICHIE,
YKS ACCEPT,
CONVNIENT LN,
CTZNS ST BNK,
M  T BANK,
BNK OF TEXAS,
LOCKHEED FCU,
BROADWAY FN,
FLEXCOMPAUTO,
S C ELECGAS,
PALMETTO FCU,
PALM CIT FCU,
ENERGY CAP,
SAFCO,
WOOLNDS FIN,
SYNCBBASSPR,
SUNTRUSTGS,
VIA CU,
CAP1MNRDS,
CBTALBOTS,
CAP1SAKS,
HNTINGTN NTL,
SYNCBASHFRN,
UNVLCITI,
AMOCO FCU,
PLZHM MORT,
TEXAS DOW CU,
WEB BANK,
SYNCBEVINE,
RELIABLECRED,
ARIZ FED CU,
DEER VLY FCU,
MI FIRST CU,
CCBPETLND,
CUSI FL AU,
FSBBLAZE,
CAP1LEVTZ,
UNITED MTG,
OPTEUM FIN,
VISA DSNB,
ZIONS BANK,
FERRIS STATE,
MICHIGAN1CCU,
ISABELLA BNK,
GRNVLCOMMBNK,
SYNCBFLRDEC,
CFNABOSCH,
CAPITAL CITY,
AMER FST FIN,
WFPCM,
GUILD MORTGA,
AM STD ASST,
ARMD FORC BK,
CITI SHELL,
SSTCIGPF1C,
OMNI AM BNK,
SYNCBHONDA,
MORT SERV CT,
CAP1HELZB,
CAP1COMP,
1ST NATL BK,
BALT CNTY SV,
CBBON,
CBWAYFAIR,
CBOLDPBLTRD,
CCBMARISOTA,
CCBHABAND,
CBBLLSOUT,
CBARHAUS,
CCBDRPRDMN,
CCBLINENSRC,
CCBWNTERSLK,
CCBNORMTMSN,
CCBSAHALIE,
CCBSOLUTION,
CBZGALLRE,
CCBTOGSHOP,
CCBAPPLES,
FURNITUREBAR,
UNITED REFNG,
NY COMM BANK,
COMM  SV BK,
TEXAN CREDIT,
TACACCPT,
FAMILY TRUST,
INTL ORG MG,
AMRO MUSIC,
NATL A FIN,
SYNCBNATION,
COLONIAL FIN,
NUVELL CREDT,
NATIONWIDE,
UNIV FCU,
BKOFAGLELSI,
CAR CREDIT,
LENDER FINC,
PELICAN AUTO,
PURPADVFBD,
RELIABLE AUT,
LNTOLRNEDAM,
PEOPLESTRUST,
AESBRAZOSUS,
AESCHASE,
FST AMER BK,
TEGFEDERALCU,
CBKNGSZE,
SYNCBSUNGLH,
MODEL FINL,
SYNCBREEDS,
CEDARS SINAI,
GREENROADFIN,
ALLIANT CU,
CIG FINCL,
GUARDIAN CU,
MAX CU,
ACCPTLOANCO,
REGIONSBANK,
UNIFOUR FIN,
CENTRAL MTG,
SIMPLCTY BNK,
PROV SVGS BK,
VIRGINIA CU,
CNAC  VA108,
SUNTRUSTTHD,
GO GO MOTORS,
NORTHEAST CU,
CHITTENDEN,
WILSHIRE CC,
CORTRUST BK,
TOUCHSTN FIN,
BLACK HIL FC,
AESSLMA TST,
XLSGREATLKS,
LEECO FUNDNG,
CCBSIMPCRD,
SCS CREDIT,
CMNTYWDE FCU,
STND FIN SRV,
COMMBKNA,
NEBRSKA FURN,
SYNCBEALLEN,
SYNCBSCANDS,
ALPHERAFNSVS,
UNIV OF FL,
BCBST ECU,
RI CHLD SPRT,
TEX AUTO CR,
RSHKCBNA,
AFFCU,
SYNCBYAMAHA,
FST HI BK,
DORT FCU,
ST MARYS U,
1ST GTWAY CU,
WSTN AMER LN,
FNB GRANBURY,
FFB STPHNVLL,
FIRELAND FCU,
PPLS BK NC,
BF FINANCE,
BARRIFINANCE,
LIBERTY LOAN,
ACSGCO ELF,
AESSLXINC,
CREDIT WORLD,
FRONTIER MOT,
RTRFINANCIAL,
ACSCOLLEGLN,
HERTG ACCPT,
ANDREWS FCU,
MONROE CC CU,
MONR CTY CU,
CAP1ELDER,
HM LN SERV,
CAR TR FCU,
SYNCBPOLARI,
FST KNOX NBK,
CONDOR CAPTL,
SC FED CU,
SC FED CR UN,
MCAS FCU,
FRIEDMANS,
CITIBP OIL,
IBERIABANK,
SYNCBONLINE,
TEMPUR PEDIC,
NEIGHBOR FCU,
HARRISON FIN,
FST USA BK B,
UNC GREENBOR,
STATE ECU,
CNTRYPLC MTG,
USF FCU,
MID FL FINCE,
TURNER ACCEP,
ASHEVILE SVG,
ACMG FCU,
EMPOWER FCU,
FARMERS NTL,
TEBO FINANCL,
STEPHEFSN NT,
NICOLET NB,
BROADWAYAUTO,
BANK NORTH,
CAP EDUC FCU,
GENTRY FIN,
BIG O TIRES,
PRMR AUTO CR,
VEHICLE ACCE,
LANDMARK CU,
OFF STUD FNC,
ROCKLAND FCU,
BBN FINANCE,
SUNTRUGLHEC,
CBSTAGE,
AMERICU CU,
DSCVRGLELSI,
GOODMAN JEWL,
SIERRAMTRS,
GEN LEND SVC,
FST CIT BK,
NATL BK ARK,
AESST FNDNG,
FRIENDLY FIN,
BULLS EYE CU,
NEKOOSA CASH,
MEMBRSADVTCU,
ABC AUTO INC,
AUTO FIN SVC,
1ST INT BANK,
FIB COM BLGS,
FST INTERSTA,
FOX COMM CU,
BAY BANK,
STATE FINANC,
AZSTATE CU,
TOWER FCU,
LBS FCU,
PARTNERSCU,
SYNCBFUNANC,
FRDMCBNA,
SE FINANCIAL,
AM EAGLE FU,
AM EAGLE FCU,
HOME AT FIVE,
FRSTSTHFINCU,
SYNCBMIDAS,
PGDACBNA,
FIRST MERIT,
PENN STAT CU,
PITT CTR FCU,
ROUNDPOINT,
SNTA CLARA,
BRNDSRCCBNA,
SHELLPOINT,
PACIFIC SERV,
ROGERS ACCEP,
WAYN ST UNIV,
MIDATLFARMCR,
HFCOFSUMNERC,
GENERAL CRDT,
USA CREDIT,
WESTVIEWFNSV,
SUNCOAST CU,
DRAKE MTR CO,
AUTO CREDIT,
TRANSWEST CU,
SSTSYNOVUS,
CU OF AMER,
COMM NAT BNK,
SYNCBSONYFN,
NATNS DIRET,
CCBSAVONFR,
VALLEY FRST,
CHELA FINCL,
SLFALOANS,
MEMBERSOWN,
ANNIE SEZ,
AMERITAS CU,
TEACHERS FCU,
CITIZENS CC,
USBANK,
HNB LEASING,
HANN FNCL,
PROG LN SVC,
RKL FINC CO,
BAYVIEW LOAN,
SUFFOLK COUN,
CNAC  MI106,
MERCH FINAN,
FAMSA,
SYNCBHOMESH,
FIRST DATA,
STRBNKGLEHC,
SUN LOANS,
ENTERGY AR,
CAP1JUSTICE,
CITIBANKNA,
CBANNIESZ,
SPEC LOAN SV,
CBSPIEGEL,
CF FINCE CO,
GLBLNDSVCS,
INTERRA CU,
ROSS EDU,
SYNCBGUITAR,
INSTACREDIT,
EASTERNBK,
TDRCDIAMOND,
SYNCBCARDIS,
UMDCOL P ED,
KSASERVICING,
SHARON CU,
CC FINANCE,
TRONIX CNTRY,
21ST MTG,
NASA FCU,
WLLMSBR SVBK,
VERIDIAN CU,
CONNEXUS CU,
TDRCRMS TOG,
SYNCBCR CC1,
SYNCBMEIJER,
SAFE FCU,
PLATINUM HOM,
ROGERS JEWLR,
